article,first main,first talk,reason,comment
Once Human,20151004023405,20150604190039,unknown,
Oncoscience,20150128144838,20150121022115,unknown,
Ondine (Perrot),20091015105328,20070607125316,unknown,
Ondo (state),20150925151049,20070617211106,unknown,
One Fast Move or I'm Gone,20091112015147,20091110153110,unknown,
One Fine Day (disambiguation),20110222152000,20081127082746,unknown,
One Island East,20070207233248,20061031040948,copyright (move from One Island East/Temp),replacing copyvio
One Minute to Nine,20110116134114,20090801201618,copyright,performing [[WP:SELDEL|selective deletion]] to remove a copyvio
One More Saturday Night (disambiguation),20090222062806,20081127082935,unknown,
One Night (disambiguation),20080413155933,20080311232832,unknown,
One Night In Bangkok,20060217035726,20050628085326,unknown,
One Ok Rock (band),20140930041159,20140210192524,unknown,
One Step Beyond... (album),20060808191044,20060113204924,unknown,
One by One (disambiguation),20110705151811,20081127083143,unknown,
One of These Days (disambiguation),20090605173818,20081127083304,unknown,
One-Two-GO Airlines,20041208192447,20040213082359,unknown,
Ones' Complement,20111105164233,20110128221414,unknown,
Ong Ah Chuan v PP,20150107090200,20121018171727,unknown,
Onimusha: Samurai's Destiny,20060907122915,20060615185904,unknown,
Onkyo-kei,20070831071009,20070527052111,unknown,
Online gambling in India,20150814225450,20141004164834,unknown,
Online journalism in India,20130407173103,20100412053742,unknown,
Online tutoring,20081101104405,20060511201929,unknown,
Only A Fool,20100915152426,20070604155928,unknown,
Only One Rida (Part 2),20121026093024,20111219110003,unknown,
Onogoro,20090901060045,20070710200305,unknown,
Onondaga (geological formation),20111030225236,20080601035115,unknown,
Ontario Highway 76,20160805035053,20140103101016,unknown,
Onthophagus taurus,20121227203524,20091029004438,unknown,
Ontong Java Flying Fox,20121231115417,20070731005856,unknown,
Onychocola canadensis,20131018184130,20131011162135,unknown,
Onyumishi Kanjuro Shibata XX,20030401010539,20030323043717,unknown,
Onyx Cave,20060202110838,20050718152125,unknown,
Onyx-015,20130405104857,20070601032214,unknown,
Oobie,20060731190616,20060219022255,copyright,"Copyvio from http://www.oobiemusic.com/, listed at [[WP:CP]] for one week."
Ooh I Do,20160809045437,20160614084741,unknown,
Oomoto,20031022034845,20030405072433,unknown,
Oona Castilla Chaplin,20130212095848,20090622162454,unknown,
Ooops a Desi,20130621124934,20130605101638,unknown,
Oops!...I Did It Again Tour,20150628200728,20071001025828,unknown,
Oosterpark Stadion,20160522144405,20100322161156,unknown,
Oozlefinch,20070817173015,20061009202131,unknown,
Opal Koboi,20050630090505,20050422220115,unknown,
Opara,20100131224823,20100125143007,unknown,
Open Europe,20060815110421,20060320083857,unknown,
Open Hardware and Design Alliance,20121124215510,20121117130627,unknown,
Open Sesame (disambiguation),20090627031831,20081127084800,unknown,
Open Source Lab (book),20160302080731,20140225130158,unknown,
Open Tee Bioscope,20150207070534,20150128162008,unknown,
Open Your Heart (Sonic Adventure),20061215225848,20060730212536,unknown,
Open access mandate,20150325031419,20120111200217,unknown,
Open access publishing,20090115060206,20050422064634,unknown,
Open secret,20050420205625,20050402235029,unknown,
Open shortest path first,20060601011023,20040131080257,unknown,
Open source politics,20071010201123,20060124120945,unknown,
Open-Source Lab (book),20140225130107,20131109031407,unknown,
Open-access journal,20140117140911,20131002024909,unknown,
OpenCVS,20161212133520,20080624142523,unknown,
OpenOffice.org Calc,20120602161743,20050903065903,unknown,
OpenWRT,20050801234135,20050526234806,unknown,
Openbc,20051209005536,20050929175204,copyright,copyvio ad; content was: '{{db|advertisment}}openBC is Europe's foremost online networking platform for professional and secure contact management and networking. Innovative ...'
Opencola,20020215042454,20020131131548,great oops,
Opening Day (The Twilight Zone),20071001090538,20070622174309,unknown,
Opera Saratoga,20110123215511,20080326195438,unknown,
Opera mini,20050813012544,20050811000548,unknown,
Operation Atlanta,20081224232836,20081220220139,unknown,
Operation Blue Jay,20140723140037,20081125185848,unknown,
Operation Chariot (1958),20131215041718,20060217084709,unknown,
Operation Choke Point,20140503153338,20140430225357,copyright,[[WP:CSD#G12|G12]]: Unambiguous [[WP:C|copyright infringement]] ([[User:Ale_jrb/Scripts|CSDH]])
Operation Deckhouse Five,20040514164402,20030302200553,unknown,
Operation Dominic I and II,20111216043140,20070605040559,unknown,
Operation Gothic Serpent,20040629200951,20040117031836,unknown,
Operation Herbstnebel (Northwest Europe),20140117000029,20070629013655,unknown,
Operation Lifeline Sudan,20050628060502,20050623075709,unknown,
Operation Meteor,20081107164950,20060824051610,unknown,
Operation Overlord,20060827231527,20060713182224,unknown,
Operation Roundup,20081010051631,20060720145102,unknown,
Operation Sea Lion,20010920062529,20010619130638,great oops,
Operation Spirit (The Tyranny of Tradition),20090205000533,20070605011751,unknown,
Operation Sundevil,20040615092439,20040427133138,unknown,
Operation Sunshine (USS Nautilus),20140314181519,20140310190551,unknown,
Operation Tiger (disambiguation),20130304102439,20081127085819,unknown,
Operational Support Systems,20070215134042,20060712072237,unknown,
Operational Zone Adriatic Coast,20100321071345,20080101041746,unknown,
Operations in Western Virginia,20120510211504,20120507072810,unknown,
Operations security (OPSEC),20070603060159,20061006042115,unknown,
Opinion polling for the next Danish general election,20160216195758,20150506113819,unknown,
Optical lens design,20060316053351,20051218190641,unknown,
Optical phenomenon,20140212121236,20020707100934,unknown,
Optime,20071016215446,20071011233407,unknown,
Optimum,20050510235504,20040304215340,unknown,
Opus (Newcastle),20070827012029,20070819090709,unknown,
Oracle E-Business Suite,20050819115730,20050816014155,unknown,
Oraine Simpson,20100106011300,20091014195957,unknown,
Oral and maxillofacial pathology,20080524001643,20061105023710,unknown,
Orange Road,20040725020316,20030413233329,unknown,
Orange Warsaw Open,20080607113545,20071107083255,unknown,
Orange-fronted parakeet,20060708055001,20060613115714,unknown,
Orangeville Jr. Flyers,20110704235918,20070517053808,unknown,
Oranje Zwart,20061014091422,20060525140911,unknown,
Oranjeboom,20150212022805,20080704034039,unknown,
Ordeal (level of OA membership),20060322185203,20050702193143,unknown,
Order (algebra),20060715225332,20060714203614,unknown,
Order (chemistry),20060426211559,20050611173557,unknown,
Order of Naval Merit (disambiguation),20101030195542,20100923112715,unknown,
Order of the Imitation of Christ,20130711130554,20060716093622,unknown,
Ordinary Level,20090417162359,20070909135126,unknown,
Ordinary Love,20100220212336,20090519072836,unknown,
Ordinary differential equation,20020405115835,20010628023413,unknown,
"Ordinul ""Mihai Viteazul""",20071001164354,20061218182414,unknown,
Ordnance QF 3 inch howitzer,20130702025849,20090621053606,unknown,
Ordnance Sergeant,20141218214158,20071025012238,unknown,
Ordos culture,20061206220835,20060707013327,unknown,
Ordre national du Mérite,20120715002337,20060928043132,unknown,
"Ore, East Sussex",20101104084058,20070415072324,unknown,
Oregon Ducks Volleyball,20160602181011,20160216072700,unknown,
Oregon Electric Railroad,20050608205646,20050605190737,unknown,
"Orellana Province, Ecuador",20090403081117,20080524233618,unknown,
Oreopithecus bambolii,20090802001452,20050531233116,unknown,
Orestias (fish genus),20141113074846,20090902231713,unknown,
Oreva Super,20081020005441,20081017092107,unknown,
Organic-phanes,20060725222136,20060518212936,copyright,A8
Organization design,20061017170852,20060418155104,unknown,
Organizational dimensions of information,20070805105207,20061016214719,unknown,
Organizational studies,20111221161655,20041024045829,unknown,
Organizing,20130817064314,20051217094808,unknown,
Organum vasculosum of lamina terminalis,20150312092857,20070312065630,unknown,
Orient Global Freedom to Create Prize,20091021095821,20081231021345,unknown,
Origen (band),20080728204335,20080110030127,unknown,
Origin of religion,20071021013310,20071009140932,unknown,
Original Doll,20070205125703,20060303143155,unknown,
Original Dolls (album),20070205125559,20061124205004,unknown,
Origins of the Royal Canadian Navy,20100531002034,20061024120555,unknown,
Orinda,20060215053441,20051219035101,unknown,
Oriolidae,20080412151134,20061104040325,unknown,
Oritsé Williams,20100123192804,20090419030045,unknown,
Orlando Colón,20120724133258,20100328184111,unknown,
Orlando Mohorović,20070103124628,20061220141339,unknown,
Orlando Solar Bears (disambiguation),20150906133551,20111116202456,unknown,
Orleans Blues,20080612135944,20060531035311,unknown,
Orlov (disambiguation),20140212181437,20060603144929,unknown,
Orma Slack,20151101223951,20150820022935,unknown,
Oropesa (disambiguation),20141201074402,20081127094039,unknown,
Orotic acid,20050503034615,20041024160216,unknown,
Orphean warbler,20131201065823,20070217063538,unknown,
Orpheum Theatre (Omaha),20071212231845,20070208063110,unknown,
Orthodox (disambiguation),20100329165355,20011108042315,unknown,
Orthodox Church in Italy,20060727145156,20060722154346,unknown,
Ortley (disambiguation),20160203045007,20080514190403,unknown,
Oru Kaidhiyin Diary,20070706105737,20070511073232,unknown,
Orșova River,20100621183728,20080407121808,unknown,
Osaka Prefectural University Junior College of Technology,20120716080104,20120404054815,unknown,
Osakako Station,20071010151702,20070915085415,unknown,
Osama Bin Laden Has Farty Pants,20080818052542,20061111032211,unknown,
Osborne Anderson,20071114162018,20070416015647,unknown,
Osborne Anderson (ice hockey),20100201174440,20080106165605,unknown,
Oshnavieh County,20091004065427,20080430151500,unknown,
Oshnaviyeh County,20111020232333,20100208222507,unknown,
"Osian, Jodhpur",20050113074811,20041104231457,unknown,
Osman saif eddin,20151112094902,20151016092719,unknown,
Osmundastrum cinnamomeum,20160304123423,20070308215728,unknown,
Osram,20041221194240,20030908203138,unknown,
Osteopathic family physicians,20080307163111,20080303171801,copyright,[[WP:CSD#G12|G12]]: [[WP:C|Blatant copyright infringement]]
Ostrov (disambiguation),20090310140641,20081127100210,unknown,
Oswald the lucky Rabbit,20070223024436,20050711085000,unknown,
Oswaldo López Arellano,20050320193717,20040914182523,unknown,
Otacílio Neto,20101207165503,20080117113227,unknown,
Other Starfleet ship classes,20070224034314,20060827002523,unknown,
Otherworld (Marvel Comics),20080507053805,20070122051008,unknown,
Othos dentax,20150710202825,20150313145054,unknown,
Otis Johnson,20150822212640,20050208191321,unknown,
Oto Melara,20170123180105,20130308193232,unknown,
Otobong Ene Edet,20100323234745,20090321202744,unknown,
Otohime (disambiguation),20060301100321,20050815022735,unknown,
"Otoka, Bosanska Krupa",20111026175153,20110509170930,unknown,
Otsego Lake (Michigan),20110329030522,20101211012803,unknown,
Ottawa University Braves,20120531013033,20080521052318,unknown,
Ottawa Voyageurs,20080426180100,20080214174355,unknown,
Ottawa-Carleton Catholic School Board,20070428011013,20050702011316,unknown,
Otterbein College,20060228200908,20060202195217,copyright,Listed on [[WP:CP]] for more than 7 days. content was: '{{copyvio|http://www.otterbein.edu/}}'
Otterburn Hall Hotel,20110705234505,20110704203707,unknown,
Otto Miller (catcher),20141228052540,20080301161217,unknown,
Otto Perry,20050610151709,20050210020910,unknown,
"Otto Richard Skopil, Jr.",20160815145151,20070905062639,unknown,
Otto Ritschl (theologian),20090801144824,20061028113614,unknown,
Oturereao,20081225030532,20081222070442,unknown,
Ouellette v. Viacom International Inc.,20120302031713,20120201181329,unknown,
Oulu,20030411124308,20030316033123,unknown,
Oumé Departments,20150630053141,20110127064904,unknown,
Our Fathers,20090415012033,20060710160133,unknown,
Our House (musical),20060830193149,20060618044137,unknown,
Our Lady of Medjugorje,20081110155027,20080702073520,unknown,
"Our Lady of Mount Carmel Parish (Wyandotte, Michigan)",20130724212304,20070711011822,unknown,
Our Lady's Church,20131212211845,20131211162030,unknown,
"Our Saviour's Lutheran Church (Prince George, British Columbia)",20131013053330,20131008234550,unknown,
Ours,20100218213003,20070205023018,copyright,content was: '{{copyvio|url=[http://www.kabalarians.com/cfm/SearchDocs/History.cfm]}}'
Ousama Monogatari,20080924024241,20070529052530,unknown,
Out Of My Hands,20110704211451,20110223045459,unknown,
Out There (disambiguation),20090111223800,20081127102318,unknown,
Out of Reach (disambiguation),20090201130020,20081127102253,unknown,
Out of the Ashes (disambiguation),20120429081022,20081127102535,unknown,
Out of the Silent Planet (album),20050710224002,20050310213417,unknown,
OutKast,20110528170632,20100121074353,unknown,
Outage,20070223173104,20060622044545,unknown,
Outdoor Advertising Association of America,20160312224412,20111007090753,copyright,Copyvio
Outdoor recreation,20081231013931,20071010033145,unknown,
Outer Banks,20051019234632,20030921205538,unknown,
Outflow channels,20090421221926,20080506190951,copyright,[[WP:CSD#G12|G12]]: Unambiguous [[WP:C|copyright infringement]] of http://www.msss.com/http/ps/channels/channels.html
Outline of Bermuda,20080313203551,20061122024802,unknown,
Outline of applied physics,20120318150713,20061007122656,unknown,
Outline of biology,20011214192714,20011026004319,great oops,
Outline of biophysics,20110905154955,20100120041905,unknown,
